id,description,description_cleaned,source,category,confidence,score_demolition,score_earthwork,score_concrete,score_masonry,score_steel,score_carpentry_joinery,score_doors_windows_glazing,score_waterproofing,score_flooring_tiling,score_plaster_painting,score_plumbing_sanitary,score_electrical,score_hvac_fire,score_facade_cladding,score_roofing,score_paving_external,score_utilities_storm_sanitary,score_misc_general_conditions
MCGM_Civil_BOQ_p1_l52,"concrete, stone masonry and all types of",concrete stone masonry and all types of,MCGM_Civil_BOQ,masonry,1.0,0.0,0.0,0.7692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p1_l53,"brick/ block masonry below ground level,",brick block masonry below ground level,MCGM_Civil_BOQ,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p1_l58,"removing rank vegetation, backfilling in",removing rank vegetation backfilling in,MCGM_Civil_BOQ,demolition,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p1_l60,4R2-CS-EW-4 Excavation by chiseling by manual,4r2 cs ew 4 excavation by chiseling by manual,MCGM_Civil_BOQ,earthwork,0.9090909090909092,0.0,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p1_l64,"substructures,basements, tanks, sumps,",substructures basements tanks sumps,MCGM_Civil_BOQ,utilities_storm_sanitary,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MCGM_Civil_BOQ_p1_l65,"walls, chambers, manholes, poles, pits &",walls chambers manholes poles pits,MCGM_Civil_BOQ,utilities_storm_sanitary,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MCGM_Civil_BOQ_p1_l67,"reinforced concrete, Bituminous macadam",reinforced concrete bituminous macadam,MCGM_Civil_BOQ,concrete,0.7692307692307693,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p2_l0,5R2-CS-EW-5 Excavation by using splitters for,5r2 cs ew 5 excavation by using splitters for,MCGM_Civil_BOQ,earthwork,0.9090909090909092,0.0,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p2_l2,"tanks, sumps, walls, chambers, manholes,",tanks sumps walls chambers manholes,MCGM_Civil_BOQ,utilities_storm_sanitary,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MCGM_Civil_BOQ_p2_l4,"works in hard rock, reinforced concrete, for",works in hard rock reinforced concrete for,MCGM_Civil_BOQ,concrete,0.7692307692307693,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p2_l30,"10R2-CS-EW-11 Filling in plinth, floors, trenches, pits with",10r2 cs ew 11 filling in plinth floors trenches pits with,MCGM_Civil_BOQ,earthwork,0.9090909090909092,0.0,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p2_l38,"11 R2-CS-EW-12 Filling in plinth, floors, trenches, pits with",11 r2 cs ew 12 filling in plinth floors trenches pits with,MCGM_Civil_BOQ,earthwork,0.9090909090909092,0.0,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p2_l54,small chips including filling in with,small chips including filling in with,MCGM_Civil_BOQ,earthwork,0.9090909090909092,0.0,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p2_l72,"excavation, backfill in immediate contact",excavation backfill in immediate contact,MCGM_Civil_BOQ,earthwork,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p2_l74,"of plinth filling, junction of wall & floor,",of plinth filling junction of wall floor,MCGM_Civil_BOQ,earthwork,0.9090909090909092,0.0,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p2_l76,"expansion joints, surrounding of pipes,",expansion joints surrounding of pipes,MCGM_Civil_BOQ,plumbing_sanitary,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p2_l77,water conduits and at places suggested and,water conduits and at places suggested and,MCGM_Civil_BOQ,electrical,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p2_l81,inspection chamber to control the nuisance,inspection chamber to control the nuisance,MCGM_Civil_BOQ,utilities_storm_sanitary,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MCGM_Civil_BOQ_p3_l4,cement concrete of specified grade cement,cement concrete of specified grade cement,MCGM_Civil_BOQ,concrete,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p3_l6,mixing in concrete mixer including bailing,mixing in concrete mixer including bailing,MCGM_Civil_BOQ,concrete,0.7692307692307693,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p3_l7,"out water, compacting, finishing surface,",out water compacting finishing surface,MCGM_Civil_BOQ,plaster_painting,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p3_l8,curing and including the cost of centering,curing and including the cost of centering,MCGM_Civil_BOQ,misc_general_conditions,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MCGM_Civil_BOQ_p3_l9,and shuttering at all level : Nominal Mix of Cum 950 6821 6479950,and shuttering at all level nominal mix of cubic meter 950 6821 6479950,MCGM_Civil_BOQ,doors_windows_glazing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MCGM_Civil_BOQ_p3_l12,concrete for reinforced cement concrete,concrete for reinforced cement concrete,MCGM_Civil_BOQ,concrete,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p3_l15,concrete to site of laying and the cost of,concrete to site of laying and the cost of,MCGM_Civil_BOQ,concrete,0.7692307692307693,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p3_l16,"centering, shuttering, finishing and",centering shuttering finishing and,MCGM_Civil_BOQ,doors_windows_glazing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MCGM_Civil_BOQ_p3_l17,"excluding reinforcement, including",excluding reinforcement including,MCGM_Civil_BOQ,steel,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p3_l20,"of concrete, improve workability without",of concrete improve workability without,MCGM_Civil_BOQ,concrete,0.7692307692307693,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p3_l37,"cSlabs, Suspended floors, roofs, landings,",cslabs suspended floors roofs landings,MCGM_Civil_BOQ,roofing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p3_l46,"fStairs (waist slab), folded slab, inclined slab Cum 175 11,059 1935325",fstairs waist slab folded slab inclined slab cubic meter 175 11 059 1935325,MCGM_Civil_BOQ,roofing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p3_l51,26R2-CS-CW-9 Extra for providing two stage centering for,26r2 cs cw 9 extra for providing two stage centering for,MCGM_Civil_BOQ,misc_general_conditions,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MCGM_Civil_BOQ_p3_l53,"in terms of floor slabs including finishing,Cum 25 1,623 40575",in terms of floor slabs including finishing cubic meter 25 1 623 40575,MCGM_Civil_BOQ,roofing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p3_l55,of M-30 grade cement concrete instead of,of meter 30 grade cement concrete instead of,MCGM_Civil_BOQ,concrete,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p3_l56,M20 (Note :- Cement content considered,m20 note cement content considered,MCGM_Civil_BOQ,concrete,0.7692307692307693,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p3_l60,of M-40 grade cement concrete instead of,of meter 40 grade cement concrete instead of,MCGM_Civil_BOQ,concrete,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p3_l65,M-50 grade cement concrete instead of M20,meter 50 grade cement concrete instead of m20,MCGM_Civil_BOQ,concrete,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p3_l69,30R2-CS-CW-35 Providing and fixing in position steel bars,30r2 cs cw 35 providing and fixing in position steel bars,MCGM_Civil_BOQ,steel,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p3_l70,reinforcement of various diameters for,reinforcement of various diameters for,MCGM_Civil_BOQ,steel,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p3_l73,"lift wall, foundations, slabs, beams,",lift wall foundations slabs beams,MCGM_Civil_BOQ,roofing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p3_l80,32 R2-CS-CW-62 Providing & Laying Plum concrete,32 r2 cs cw 62 providing laying plum concrete,MCGM_Civil_BOQ,concrete,0.7692307692307693,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l1,1-bProviding and Casting RCC bored cast in-,1 bproviding and casting reinforced cement concrete bored cast in,MCGM_Civil_BOQ,concrete,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l7,Cement Concrete work of filling the bore,cement concrete work of filling the bore,MCGM_Civil_BOQ,concrete,1.0,0.0,0.9090909090909092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l8,(after placement of reinforcement cage as,after placement of reinforcement cage as,MCGM_Civil_BOQ,steel,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l10,Concrete using 43 Grade Ordinary Portland,concrete using 43 grade ordinary portland,MCGM_Civil_BOQ,concrete,0.7692307692307693,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l18,"required shape, welding, painting with Red MT 16 79777 1276432",required shape welding painting with red meter 16 79777 1276432,MCGM_Civil_BOQ,plaster_painting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l30,TOTAL FOR CONCRETE WORKS 326281657,total for concrete works 326281657,MCGM_Civil_BOQ,concrete,0.7692307692307693,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l33,37R2-CS-MW-4 Brick work with clay flyash F.P.S. (non,37r2 cs mw 4 brick work with clay flyash f.p.s. non,MCGM_Civil_BOQ,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l34,modular) brick of class designation 3.5 and,modular brick of class designation 3.5 and,MCGM_Civil_BOQ,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l42,(cellular) cement blocks masonry with more,cellular cement blocks masonry with more,MCGM_Civil_BOQ,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l45,including RCC stiffeners. The rate includes,including reinforced cement concrete stiffeners. the rate includes,MCGM_Civil_BOQ,concrete,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l48,"masonry work, racking of joints, scaffolding Cum 2,625 6,911 18141126.2",masonry work racking of joints scaffolding cubic meter 2 625 6 911 18141126.2,MCGM_Civil_BOQ,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MCGM_Civil_BOQ_p4_l49,40R2-CS-MW-6 Extra for brick work / AAC block,40r2 cs mw 6 extra for brick work aac block,MCGM_Civil_BOQ,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l54,41R2-CS-MW-6 Extra for brick work / AAC block,41r2 cs mw 6 extra for brick work aac block,MCGM_Civil_BOQ,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l63,bBrick work with common burnt clay,bbrick work with common burnt clay,MCGM_Civil_BOQ,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l64,modular bricks of class designation 3.5 and,modular bricks of class designation 3.5 and,MCGM_Civil_BOQ,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l70,internal plaster in one coat in cement,internal plaster in one coat in cement,MCGM_Civil_BOQ,plaster_painting,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l73,locations for masonry (except stone,locations for masonry except stone,MCGM_Civil_BOQ,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l78,external sand faced cement plaster with neat,external sand faced cement plaster with neat,MCGM_Civil_BOQ,plaster_painting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l82,masonry (except stone masonry) and,masonry except stone masonry and,MCGM_Civil_BOQ,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l83,concrete surfaces including providing water,concrete surfaces including providing water,MCGM_Civil_BOQ,concrete,0.7692307692307693,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l84,proofing compound to the first coat of,proofing compound to the first coat of,MCGM_Civil_BOQ,roofing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l85,"plaster as per manufacturers specification,",plaster as per manufacturers specification,MCGM_Civil_BOQ,plaster_painting,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l86,"racking out joints, hacking of concrete",racking out joints hacking of concrete,MCGM_Civil_BOQ,concrete,0.7692307692307693,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p4_l87,"surface, finishing, curing, scaffolding etc",surface finishing curing scaffolding etc,MCGM_Civil_BOQ,misc_general_conditions,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MCGM_Civil_BOQ_p5_l19,48R2-CS-PL-26 Providing and applying cement plaster for,48r2 cs pl 26 providing and applying cement plaster for,MCGM_Civil_BOQ,plaster_painting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p5_l23,locations in cement mortar 1:3 for masonry,locations in cement mortar 1 3 for masonry,MCGM_Civil_BOQ,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p5_l24,(except stone masonry) and concrete,except stone masonry and concrete,MCGM_Civil_BOQ,masonry,1.0,0.0,0.0,0.7692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p5_l29,as required over junctions of concrete,as required over junctions of concrete,MCGM_Civil_BOQ,concrete,0.7692307692307693,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p5_l33,"joints / junction prior to plastering, Sqm 7,700 248 1909600",joints junction prior to plastering square meter 7 700 248 1909600,MCGM_Civil_BOQ,plaster_painting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p5_l36,and external plaster. The dose of 6mm long,and external plaster. the dose of 6mm long,MCGM_Civil_BOQ,plaster_painting,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p5_l39,51R2-CS-PL-43 Providing and applying Plaster of Paris,51r2 cs pl 43 providing and applying plaster of paris,MCGM_Civil_BOQ,plaster_painting,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p5_l42,single coat cement plaster including,single coat cement plaster including,MCGM_Civil_BOQ,plaster_painting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p5_l44,"groove at skirting and door, window jamb, Sqm 28,500 298 8493000",groove at skirting and door window jamb square meter 28 500 298 8493000,MCGM_Civil_BOQ,doors_windows_glazing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p5_l47,"thick plaster including scaffolding, finishing,",thick plaster including scaffolding finishing,MCGM_Civil_BOQ,plaster_painting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MCGM_Civil_BOQ_p5_l49,TOTAL FOR PLASTERING WORKS 26751948.52,total for plastering works 26751948.52,MCGM_Civil_BOQ,plaster_painting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p5_l52,1) Rates of all the items in painting,1 rates of all the items in painting,MCGM_Civil_BOQ,plaster_painting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p5_l55,height for internal painting and upto 10m,height for internal painting and upto 10m,MCGM_Civil_BOQ,plaster_painting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGM_Civil_BOQ_p5_l57,painting. Refer separate item for 2) The manufacturer’s representative,painting. refer separate item for 2 the manufacturer representative,MCGM_Civil_BOQ,plaster_painting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
